RIC,Symbol,Exchange,CompanyName,Sector,Industry,Last
AAA.HM,AAA,HOSE,An Phat Bioplastics JSC,Materials,Chemicals,18.50K
AAM.HM,AAM,HOSE,Mekong Fisheries JSC,Consumer Staples,Food Products,10.80K
AAV.HN,AAV,HNX,Viet Tien Son Real Estate Holding Co,Real Estate,Real Estate Management & Development,16.00K
ABC.HNO,ABC,UPCOM,VMG Media JSC,Technology,Computer Services,13.00K
ABI.HNO,ABI,UPCOM,Agriculture Bank Insurance Joint Stock Corp,Financial,Insurance,59.00K
ABR.HNO,ABR,UPCOM,Viet Brand Invest JSC,Services,Business Services,23.50K
ABS.HM,ABS,HOSE,Binhthuan Agriculture Services JSC,Industrials,Trading Companies & Distributors,30.60K
ABT.HN,ABT,HNX,Bentre Aquaproduct Import and Export JSC,Consumer/Non-Cyclical,Food Processing,28.40K
ACB.HM,ACB,HOSE,Asia Commercial Joint Stock Bank,Financial,Regional Banks,36.35K
ACC.HM,ACC,HOSE,ACC Binh Duong Investment and Construction JSC,Materials,Construction Materials,15.40K
ACE.HNO,ACE,UPCOM,An Giang Centrifugal Concrete JSC,Materials,Construction Materials,36.00K
ACL.HM,ACL,HOSE,Cuulong Fish JSC,Consumer Staples,Food Products,13.10K
ACM.HN,ACM,HNX,A Cuong Mineral Group JSC,Materials,Metals & Mining,3.40K
ACS.HNO,ACS,UPCOM,Architects & Construction Service Corp,Industrials,Construction & Engineering,10.00K
ACV.HNO,ACV,UPCOM,Airports Corp Of Viet Nam,Industrials,Transportation Infrastructure,73.60K
ADC.HN,ADC,HNX,Art Design & Communication JSC,Communication Services,Media,28.00K
ADG.HM,ADG,HOSE,Clever Group Corp,Communication Services,Media,47.70K
ADP.HNO,ADP,UPCOM,A Dong Paint JSC,Materials,Chemicals,28.20K
ADS.HM,ADS,HOSE,Damsan JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",25.60K
AFX.HNO,AFX,UPCOM,An Giang Agriculture And Foods Import-export JSC,Consumer Staples,Food Products,13.60K
AG1.HNO,AG1,UPCOM,28.1 JSC,-,-,7.20K
AGF.HNO,AGF,UPCOM,An Giang Fisheries Import & Export JSC,Consumer Staples,Food Products,2.91K
AGG.HM,AGG,HOSE,An Gia Real Estate Investment and Development Corp,Real Estate,Real Estate Management & Development,50.30K
AGM.HM,AGM,HOSE,An Giang Import Export Co,Consumer Staples,Food Products,30.00K
AGP.HNO,AGP,UPCOM,Agimexpharm Pharmaceutical JSC,Healthcare,Biotechnology & Drugs,18.80K
AGR.HM,AGR,HOSE,Agribank Securities Joint-Stock Corp,Financial,Capital Markets,14.20K
AGX.HNO,AGX,UPCOM,Sai Gon Export Foodstuffs And Agricultural Products JSC,Consumer Staples,Food Products,32.00K
ALT.HN,ALT,HNX,Alta Co,Industrials,Industrial Conglomerates,12.90K
ALV.HNO,ALV,UPCOM,Alvico Construction JSC,Materials,Metals & Mining,3.00K
AMC.HN,AMC,HNX,Asia Mineral JSC,Materials,Chemicals,20.30K
AMD.HM,AMD,HOSE,FLC Stone Mining and Investment JSC,Industrials,Industrial Conglomerates,5.34K
AME.HN,AME,HNX,Alphanam E&c JSC,Industrials,Construction & Engineering,8.80K
AMP.HNO,AMP,UPCOM,Armephaco JSC,Healthcare,Health Care Equipment & Supplies,10.20K
AMS.HNO,AMS,UPCOM,AMECC Mechanical Construction JSC,Industrials,Construction & Engineering,11.10K
AMV.HN,AMV,HNX,American Vietnamese Biotech Inc,Healthcare,Health Care Equipment & Supplies,9.90K
ANT.HNO,ANT,UPCOM,An Giang Fruit-vegetables & Foodstuff JSC,Consumer Staples,Food Products,10.10K
ANV.HM,ANV,HOSE,Nam Viet Corp,Consumer Staples,Food Products,32.35K
APC.HM,APC,HOSE,An Phu Irradiation JSC,Industrials,Commercial Services & Supplies,23.10K
APF.HNO,APF,UPCOM,Quang Ngai Agricultural Products and Foodstuff JSC,Consumer Staples,Food Products,53.40K
APG.HM,APG,HOSE,APG Securities Joint Stock Co,Financial,Capital Markets,10.95K
APH.HM,APH,HOSE,An Phat Holdings JSC,Materials,Chemicals,59.60K
API.HN,API,HNX,Asia Pacific Investment JSC,Real Estate,Real Estate Management & Development,21.40K
APP.HN,APP,HNX,Additives and Petroleum Products JSC,Energy,Oil & Gas Operations,7.50K
APS.HN,APS,HNX,Asia Pacific Securities JSC,Financial,Capital Markets,15.50K
ARM.HN,ARM,HNX,General Aviation Import Export JSC,Industrials,Trading Companies & Distributors,48.00K
ART.HN,ART,HNX,BOS Securities JSC,Financial,Capital Markets,10.50K
ASA.HNO,ASA,UPCOM,Asa JSC,Consumer Staples,Personal Products,1.50K
ASG.HN,ASG,HNX,ASG Corp,Services,Business Services,38600
ASM.HM,ASM,HOSE,Sao Mai Group Corp,Real Estate,Real Estate Management & Development,13850
ASP.HM,ASP,HOSE,An Pha Petroleum Group JSC,Energy,"Oil, Gas & Consumable Fuels",7800
AST.HM,AST,HOSE,Taseco Air Services JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",50000
ATA.HNO,ATA,UPCOM,NTACO Corp,Consumer Staples,Food Products,1800
ATB.HNO,ATB,UPCOM,An Thinh JSC,,,1700
ATG.HNO,ATG,UPCOM,An Truong An JSC,Materials,Metals & Mining,610
ATS.HN,ATS,HNX,Atesco Industrial Cartering JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",33600
AVC.HNO,AVC,UPCOM,A Vuong Hydropower JSC,Utilities,Electric Utilities,27000
AVF.HNO,AVF,UPCOM,Anvifish Joint Stock Co,Consumer Staples,Food Products,700
B82.HNO,B82,UPCOM,JSC No 482,Capital Goods,Construction Services,1300
BAB.HN,BAB,HNX,Bac A Commercial Joint Stock Bank,Financial,Banks,26000
BAL.HNO,BAL,UPCOM,Beer - Alcohol - Beverage Packaging JSC,,,9400
BAX.HN,BAX,HNX,Thong Nhat JSC,Real Estate,Real Estate Management & Development,67500
BBC.HN,BBC,HNX,Bibica Corp,Consumer Staples,Food Products,65300
BBS.HN,BBS,HNX,Vicem Packaging But Son JSC,Materials,Containers & Packaging,11000
BBT.HNO,BBT,UPCOM,Bach Tuyet Cotton Corp,Healthcare,Health Care Equipment & Supplies,23000
BCC.HN,BCC,HNX,Bim Son Cement JSC,Materials,Construction Materials,11300
BCE.HM,BCE,HOSE,Binh Duong Construction & Civil Engineering JSC,Industrials,Construction & Engineering,12550
BCF.HN,BCF,HNX,Bich Chi Food Co,Consumer Staples,Food Products,43100
BCG.HM,BCG,HOSE,Bamboo Capital JSC,Industrials,Industrial Conglomerates,12700
BCM.HM,BCM,HOSE,Investment and Industrial Development Joint Stock Corp,Real Estate,Real Estate Management & Development,54600
BCP.HNO,BCP,UPCOM,Enlie Pharmaceutical JSC,Healthcare,Pharmaceuticals,12300
BDB.HN,BDB,HNX,Binh Dinh Book and Equipment JSC,Consumer Discretionary,Distributors,10500
BDG.HNO,BDG,UPCOM,Protrade Garment JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",44300
BDT.HNO,BDT,UPCOM,Dongthap Building Materials & Construction JSC,Capital Goods,Construction - Raw Materials,27000
BDW.HNO,BDW,UPCOM,Binh Dinh Water Supply and Sewerage JSC,Utilities,Water Utilities,16400
BED.HN,BED,HNX,Danang Books and School Equipment JSC,Communication Services,Media,26100
BEL.HNO,BEL,UPCOM,Viettronics Bien Hoa JSC,Information Technology,"Electronic Equipment, Instruments & Components",11000
BFC.HM,BFC,HOSE,Binh Dien Fertilizer JSC,Materials,Chemicals,28000
BHA.HNO,BHA,UPCOM,Bac Ha Hydropower JSC,Utilities,Electric Utilities,10500
BHC.HNO,BHC,UPCOM,Bien Hoa Concrete JSC,Materials,Construction Materials,2500
BHN.HM,BHN,HOSE,Hanoi Beer Alcohol And Beverage Joint Stock Corp,Consumer Staples,Beverages,65800
BHP.HNO,BHP,UPCOM,Ha Noi Hai Phong Beer JSC,,,7300
BHT.HNO,BHT,UPCOM,Bach Dang TMC Construction Investment JSC,Industrials,Construction & Engineering,9000
BIC.HM,BIC,HOSE,BIDV Insurance Corp,Financial,Insurance,22750
BID.HM,BID,HOSE,Joint Stock Commercial Bank for Investment and Development of Vietnam,Financial,Banks,45550
BII.HN,BII,HNX,Louis Holdings JSC,Services,Real Estate Operations,7000
BKC.HN,BKC,HNX,BacKan Mineral Joint Stock Corp,Materials,Metals & Mining,5600
BKG.HM,BKG,HOSE,BKG Viet Nam Investment JSC,Consumer Discretionary,Household Durables,11150
BLF.HN,BLF,HNX,Bac Lieu Fisheries JSC,Consumer Staples,Food Products,3400
BLI.HNO,BLI,UPCOM,Bao Long Insurance Corp,Financial,Insurance,13400
BMC.HM,BMC,HOSE,Binh Dinh Minerals JSC,Materials,Metals & Mining,16000
BMD.HNO,BMD,UPCOM,Binh Thuan Environmental Urban Service JSC,,,7500
BMI.HM,BMI,HOSE,Baominh Insurance Corp,Financial,Insurance,37000
BMJ.HNO,BMJ,UPCOM,Easterns AHP Minerals JSC,Materials,Metals & Mining,13200
BMP.HM,BMP,HOSE,Binh Minh Plastics JSC,Industrials,Building Products,59500
BMS.HNO,BMS,UPCOM,Bao Minh Securities Co,Financial,Capital Markets,13100
BNA.HN,BNA,HNX,Bao Ngoc Investment Production Corp,Consumer Staples,Food Products,59000
BPC.HN,BPC,HNX,Vicem Packaging Bimson JSC,Materials,Containers & Packaging,10000
BQB.HNO,BQB,UPCOM,Hanoi - Quang Binh Beer JSC,,,5100
BRC.HM,BRC,HOSE,Ben Thanh Rubber JSC,Industrials,Machinery,13650
BRR.HNO,BRR,UPCOM,Baria Rubber JSC,Materials,Chemicals,13700
BRS.HNO,BRS,UPCOM,Ba Ria Urban Service JSC,,,22300
BSC.HN,BSC,HNX,Ben Thanh Services JSC,Real Estate,Real Estate Management & Development,15000
BSD.HNO,BSD,UPCOM,Sai Gon Dong Xuan Beer Alcohol JSC,,,36000
BSG.HNO,BSG,UPCOM,Saigon Passenger Transport JSC,Industrials,Road & Rail,10500
BSH.HNO,BSH,UPCOM,Sai Gon Ha Noi Beer Corp,Consumer/Non-Cyclical,Beverages (Alcoholic),19500
BSI.HN,BSI,HNX,BIDV Securities JSC,Financial,Investment Services,22700
BSL.HNO,BSL,UPCOM,Saigon-Songlam Beer JSC,Consumer/Non-Cyclical,Beverages (Alcoholic),10700
BSP.HNO,BSP,UPCOM,Saigon Phutho Beer JSC,Consumer/Non-Cyclical,Beverages (Alcoholic),17500
BSQ.HNO,BSQ,UPCOM,Sai Gon Quang Ngai Beer JSC,Consumer Staples,Beverages,24000
BSR.HNO,BSR,UPCOM,Binh Son Refining and Petrochemical JSC,Energy,"Oil, Gas & Consumable Fuels",20900
BST.HN,BST,HNX,Binh Thuan Books and Equipment JSC,Services,Printing & Publishing,18300
BT1.HNO,BT1,UPCOM,Central Plant Protection JSC No.1,,,17500
BT6.HNO,BT6,UPCOM,Beton 6 Corp,Materials,Construction Materials,2300
BTB.HNO,BTB,UPCOM,Ha Noi Thai Binh Beer JSC,,,6400
BTD.HNO,BTD,UPCOM,Thuduc Centrifugal Concrete JSC,,,35000
BTN.HNO,BTN,UPCOM,Binh Dinh Tunnel Brick JSC,,,4400
BTP.HM,BTP,HOSE,Baria Thermal Power JSC,Utilities,Electric Utilities,17700
BTS.HN,BTS,HNX,Vicem But Son Cement JSC,Materials,Construction Materials,6900
BTT.HM,BTT,HOSE,Ben Thanh Trading & Service JSC,Industrials,Trading Companies & Distributors,54000
BTU.HNO,BTU,UPCOM,Bentre Urban Project JSC,Industrials,Construction & Engineering,13000
BTV.HNO,BTV,UPCOM,Ben Thanh Tourist Service Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",26000
BTW.HN,BTW,HNX,Ben Thanh Water Supply JSC,Utilities,Water Utilities,34200
BUD.HNO,BUD,UPCOM,Vietnam Science and Technology JSC,,,16000
BVG.HNO,BVG,UPCOM,Bac Viet Group JSC,Materials,Metals & Mining,4900
BVH.HM,BVH,HOSE,BaoViet Holdings,Financial,Insurance (Life),58300
BVN.HNO,BVN,UPCOM,Vietnam Cotton JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",11300
BVS.HN,BVS,HNX,Bao Viet Securities JSC,Financial,Capital Markets,30500
BWA.HNO,BWA,UPCOM,Bao Loc Supply Sewerage and Construction JSC,Utilities,Water Utilities,9800
BWE.HM,BWE,HOSE,Binh Duong Water Environment JSC,Utilities,Water Utilities,35350
BWS.HNO,BWS,UPCOM,Baria Vungtau Water Supply JSC,Utilities,Water Utilities,35500
BXH.HN,BXH,HNX,Haiphong Packing VICEM JSC,Materials,Containers & Packaging,12000
C21.HNO,C21,UPCOM,Century 21 JSC,Real Estate,Real Estate Management & Development,13700
C32.HM,C32,HOSE,CIC39 Corp,Capital Goods,Construction - Raw Materials,24900
C47.HM,C47,HOSE,Construction JSC 47,Industrials,Construction & Engineering,11600
C4G.HNO,C4G,UPCOM,Cienco4 Group JSC,Industrials,Construction & Engineering,0
C69.HN,C69,HNX,1369 Construction JSC,Industrials,Construction & Engineering,11100
C71.HNO,C71,UPCOM,No 471 JSC,Industrials,Construction & Engineering,5900
C92.HN,C92,HNX,Construction and Investment JSC No 492,Industrials,Construction & Engineering,4700
CAD.HNO,CAD,UPCOM,Cadovimex Seafood Import Export and Processing JSC,Consumer Staples,Food Products,1400
CAG.HN,CAG,HNX,Angiang Port JSC,Industrials,Transportation Infrastructure,17400
CAN.HN,CAN,HNX,Ha Long Canned Food Joint Stock Corp,Consumer Staples,Food Products,31900
CAP.HN,CAP,HNX,Yenbai Joint Stocks Forest Agricultural Products and Foodstuff Co,Consumer Staples,Food Products,58500
CAT.HNO,CAT,UPCOM,Seaprimexco-Vietnam,Consumer Staples,Food Products,23000
CAV.HN,CAV,HNX,Vietnam Electric Cable Corp,Basic Materials,Misc. Fabricated Products,59000
CBS.HNO,CBS,UPCOM,Cao Bang Sugar JSC,,,11500
CC1.HNO,CC1,UPCOM,Construction Corporation No 1 JSC,Industrials,Construction & Engineering,21700
CC4.HNO,CC4,UPCOM,Investment and Construction No4 JSC,Industrials,Construction & Engineering,15100
CCI.HM,CCI,HOSE,CuChi Commercial and Industrial Developing Investment JSC,Industrials,Trading Companies & Distributors,16900
CCL.HM,CCL,HOSE,Cuu Long Petro Urban Development and Investment Corp,Real Estate,Real Estate Management & Development,13050
CCM.HNO,CCM,UPCOM,Can Tho Mineral and Cement JSC,Materials,Construction Materials,42000
CCP.HNO,CCP,UPCOM,Hai Phong Cua Cam Port JSC,,,8000
CCR.HNO,CCR,UPCOM,CamRanh Port JSC,Industrials,Transportation Infrastructure,26500
CCV.HNO,CCV,UPCOM,VCC Engineering Consultants JSC,Industrials,Construction & Engineering,22000
CDC.HM,CDC,HOSE,Chuong Duong Corp,Industrials,Construction & Engineering,14100
CDG.HNO,CDG,UPCOM,Cau Duong JSC,,,4200
CDN.HN,CDN,HNX,Danang Port JSC,Industrials,Transportation Infrastructure,27900
CDO.HNO,CDO,UPCOM,Consultancy Design and Urban Development JSC,Industrials,Construction & Engineering,900
CEE.HM,CEE,HOSE,CII Infrastructure Construction JSC,Industrials,Construction & Engineering,13950
CEG.HNO,CEG,UPCOM,Construction and Industry Equipment Group Corp,,,7300
CEN.HNO,CEN,UPCOM,Cencon Viet Nam JSC,Financial,Capital Markets,10000
CEO.HN,CEO,HNX,CEO Group JSC,Real Estate,Real Estate Management & Development,10300
CET.HN,CET,HNX,HTC Holding JSC,Materials,Chemicals,7000
CFC.HNO,CFC,UPCOM,Cafico Viet Nam Corp,Consumer Staples,Food Products,9000
CGV.HNO,CGV,UPCOM,Vietnam Ceramic Glass JSC,,,4200
CHC.HNO,CHC,UPCOM,Camha JSC,,,2500
CHP.HM,CHP,HOSE,Central Hydropower JSC,Utilities,Independent Power and Renewable Electricity Producers,18800
CHS.HNO,CHS,UPCOM,Ho Chi Minh City Public Lighting JSC,Industrials,Commercial Services & Supplies,10000
CI5.HNO,CI5,UPCOM,No5 Construction Investment JSC,Capital Goods,Construction Services,5200
CIA.HN,CIA,HNX,Cam Ranh International Airport Services JSC,Industrials,Transportation Infrastructure,13200
CID.HNO,CID,UPCOM,Construction and Infrastructure Development JSC,Industrials,Construction & Engineering,7200
CIG.HM,CIG,HOSE,Coma 18 JSC,Real Estate,Real Estate Management & Development,6000
CII.HM,CII,HOSE,Ho Chi Minh City Infrastructure Investment JSC,Industrials,Transportation Infrastructure,19050
CIP.HNO,CIP,UPCOM,Construction and Industrial Production JSC,,,6400
CJC.HN,CJC,HNX,Central Area Electrical Mechanical JSC,Industrials,Electrical Equipment,22000
CKD.HNO,CKD,UPCOM,Dong Anh Licogi Mechanical JSC,Basic Materials,Iron & Steel,27900
CKG.HM,CKG,HOSE,Kien Giang Construction Investment Consultancy Group,Industrials,Construction & Engineering,16850
CKV.HN,CKV,HNX,Cokyvina JSC,Industrials,Electrical Equipment,13000
CLC.HM,CLC,HOSE,Cat Loi JSC,Consumer Staples,Tobacco,33000
CLG.HNO,CLG,UPCOM,Cotec Investment and Land House Development JSC,Capital Goods,Construction Services,770
CLH.HN,CLH,HNX,VVMI La Hien Cement JSC,Materials,Construction Materials,21400
CLL.HM,CLL,HOSE,Cat Lai Port JSC,Industrials,Transportation Infrastructure,30900
CLM.HN,CLM,HNX,Vinacomin Coal Import Export JSC,Industrials,Trading Companies & Distributors,27500
CLW.HM,CLW,HOSE,Cho Lon Water Supply JSC,Utilities,Water Utilities,32050
CLX.HNO,CLX,UPCOM,Cho Lon Investment and Import Export Corp,Industrials,Trading Companies & Distributors,17900
CMC.HN,CMC,HNX,CMC Investment JSC,Industrials,Machinery,5600
CMF.HNO,CMF,UPCOM,Cholimex Food JSC,Consumer Staples,Food Products,132600
CMG.HM,CMG,HOSE,CMC Corp,Information Technology,IT Services,36900
CMI.HNO,CMI,UPCOM,CMISTONE Viet Nam JSC,Energy,"Oil, Gas & Consumable Fuels",2000
CMN.HNO,CMN,UPCOM,Colusa Miliket Foodstuff JSC,Consumer Staples,Food Products,63000
CMS.HN,CMS,HNX,CMVietnam JSC,Industrials,Professional Services,4800
CMV.HM,CMV,HOSE,Camau Trading JSC,Consumer Discretionary,Specialty Retail,13150
CMW.HNO,CMW,UPCOM,Ca Mau Water Supply JSC,Utilities,Water Utilities,15600
CMX.HM,CMX,HOSE,Camimex Group JSC,Consumer Staples,Food Products,15100
CNC.HNO,CNC,UPCOM,Traphaco High Tech JSC,Healthcare,Biotechnology & Drugs,26800
CNG.HM,CNG,HOSE,CNG Vietnam JSC,Energy,"Oil, Gas & Consumable Fuels",23600
CNN.HNO,CNN,UPCOM,Consultant and Inspection of Construction Technology and Equipment JSC,Industrials,Construction & Engineering,23000
CNT.HNO,CNT,UPCOM,Construction and Materials Trading JSC,Materials,Construction Materials,9900
COM.HM,COM,HOSE,Materials Petroleum JSC,Consumer Discretionary,Specialty Retail,45450
CPC.HN,CPC,HNX,Cantho Pesticides JSC,Materials,Chemicals,20100
CPI.HNO,CPI,UPCOM,Cailanport Investment JSC,Transportation,Misc. Transportation,3500
CQT.HNO,CQT,UPCOM,VVMI Quantrieu Cement JSC,,,7000
CRC.HM,CRC,HOSE,Create Capital Vietnam Limited JSC,Materials,Construction Materials,9990
CRE.HM,CRE,HOSE,Century Land JSC,Real Estate,Real Estate Management & Development,44600
CSC.HN,CSC,HNX,Cotana Group JSC,Industrials,Construction & Engineering,58300
CSM.HM,CSM,HOSE,Southern Rubber Industry JSC,Consumer Discretionary,Auto Components,17900
CSV.HM,CSV,HOSE,South Basic Chemicals JSC,Materials,Chemicals,29050
CT3.HNO,CT3,UPCOM,Project 3 Construction & Investment JSC,Industrials,Construction & Engineering,8800
CT6.HNO,CT6,UPCOM,Construction JSC No 6,Industrials,Construction & Engineering,3300
CTA.HNO,CTA,UPCOM,Vinavico JSC,Materials,Construction Materials,500
CTB.HN,CTB,HNX,HaiDuong Pump Manufacturing JSC,Industrials,Machinery,28500
CTC.HN,CTC,HNX,Hoang Kim Tay Nguyen Group JSC,Services,Printing & Publishing,4200
CTD.HM,CTD,HOSE,Coteccons Construction JSC,Industrials,Construction & Engineering,65400
CTF.HM,CTF,HOSE,City Auto Corp,Consumer Discretionary,Specialty Retail,20800
CTG.HM,CTG,HOSE,Vietnam Joint Stock Commercial Bank for Industry and Trade,Financial,Regional Banks,53800
CTI.HM,CTI,HOSE,Cuong Thuan Idico Development Investment Corp,Materials,Construction Materials,15650
CTN.HNO,CTN,UPCOM,Underground Works Construction JSC,Industrials,Construction & Engineering,2100
CTP.HN,CTP,HNX,Minh Khang Capital Trading Public JSC,Consumer Staples,Food Products,5100
CTR.HNO,CTR,UPCOM,Viettel Construction JSC,Capital Goods,Construction Services,71900
CTS.HM,CTS,HOSE,VietinBank Securities JSC,Financial,Capital Markets,23900
CTT.HN,CTT,HNX,Vinacomin Machinery JSC,Industrials,Machinery,9700
CTX.HN,CTX,HNX,Vietnam Investment Construction and Trading Joint Stock Corp,Industrials,Construction & Engineering,8300
CVN.HN,CVN,HNX,Vinam JSC,Industrials,Construction & Engineering,9200
CVT.HM,CVT,HOSE,CMC JSC,Materials,Construction Materials,43000
CX8.HN,CX8,HNX,Constrexim No 8 Investment and Construction JSC,Industrials,Construction & Engineering,8700
CYC.HNO,CYC,UPCOM,Chang Yih Ceramic JSC,Industrials,Building Products,2800
D11.HN,D11,HNX,Real Estate 11 JSC,Real Estate,Real Estate Management & Development,25500
D2D.HM,D2D,HOSE,Industrial Urban Development JSC No 2,Real Estate,Real Estate Management & Development,54700
DAC.HNO,DAC,UPCOM,382 Dong Anh JSC,Materials,Construction Materials,7900
DAD.HN,DAD,HNX,Danang Education Investment And Development JSC,Communication Services,Media,18400
DAE.HN,DAE,HNX,Educational Book in Da Nang City JSC,Communication Services,Media,20300
DAG.HM,DAG,HOSE,Dong A Plastic Group JSC,Industrials,Building Products,5990
DAH.HM,DAH,HOSE,Dong A Hotel Group JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",12800
DAP.HNO,DAP,UPCOM,Dong A Packaging JSC,Materials,Paper & Forest Products,37000
DAR.HNO,DAR,UPCOM,Dian Train JSC,Industrials,Machinery,8600
DAT.HM,DAT,HOSE,Travel Investment and Seafood Development Corp,Consumer Staples,Food Products,23100
DBC.HM,DBC,HOSE,DABACO Group,Consumer Staples,Food Products,63300
DBD.HM,DBD,HOSE,Binh Dinh Pharmaceutical and Medical Equipment JSC,Healthcare,Pharmaceuticals,44450
DBH.HNO,DBH,UPCOM,Haiphong Overland Road JSC,,,8300
DBM.HNO,DBM,UPCOM,Dak Lak Pharmaceutical Medical Equipment JSC,Services,Retail (Drugs),32100
DBT.HM,DBT,HOSE,Ben Tre Pharmaceutical JSC,Healthcare,Pharmaceuticals,14600
DC1.HNO,DC1,UPCOM,Development Investment Construction Number 1 JSC,Capital Goods,Construction Services,17900
DC2.HN,DC2,HNX,Development Investment Construction Number 2 JSC,Materials,Construction Materials,14700
DC4.HM,DC4,HOSE,DIC Holdings Construction JSC,Industrials,Construction & Engineering,14750
DCF.HNO,DCF,UPCOM,Design and Construction JSC No 1,Industrials,Construction & Engineering,8100
DCL.HM,DCL,HOSE,Cuu Long Pharmaceutical JSC,Healthcare,Pharmaceuticals,47800
DCM.HM,DCM,HOSE,PetroVietnam Ca Mau Fertilizer JSC,Materials,Chemicals,20200
DCT.HNO,DCT,UPCOM,Dong Nai Roofsheet & Construction Material JSC,Materials,Construction Materials,1200
DDG.HN,DDG,HNX,Indochine Import Export Investment Industrial JSC,Utilities,Independent Power and Renewable Electricity Producers,36100
DDH.HNO,DDH,UPCOM,Haiphong Waterway Traffic Assurance JSC,,,5300
DDM.HNO,DDM,UPCOM,Dongdo Marine JSC,Industrials,Marine,2200
DDN.HNO,DDN,UPCOM,Danang Pharmaceutical Medical Equipment JSC,Services,Retail (Drugs),15000
DDV.HNO,DDV,UPCOM,DAP Vinachem JSC,Materials,Chemicals,14900
DFC.HNO,DFC,UPCOM,Dong Anh C&F JSC,Materials,Metals & Mining,32200
DGC.HM,DGC,HOSE,Ducgiang Chemicals Group JSC,Basic Materials,Chemical Manufacturing,81000
DGT.HNO,DGT,UPCOM,Dona Transportation Construction JSC,Industrials,Construction & Engineering,22000
DGW.HM,DGW,HOSE,Digiworld Corp,Services,Retail (Technology),125500
DHA.HM,DHA,HOSE,Hoa An JSC,Materials,Construction Materials,43600
DHC.HM,DHC,HOSE,DongHai of Bentre JSC,Materials,Paper & Forest Products,104000
DHD.HNO,DHD,UPCOM,Hai Duong Pharmaceutical Medical Material JSC,,,22500
DHG.HM,DHG,HOSE,Dhg Pharmaceutical Joint-Stock Co,Healthcare,Pharmaceuticals,95600
DHM.HM,DHM,HOSE,Duong Hieu Trading and Mining JSC,Materials,Metals & Mining,10450
DHN.HNO,DHN,UPCOM,Hanoi Pharma JSC,Healthcare,Pharmaceuticals,26400
DHP.HN,DHP,HNX,Hai Phong Electrical Mechanical JSC,Consumer Discretionary,Household Durables,10800
DHT.HN,DHT,HNX,HaTay Pharmaceutical JSC,Healthcare,Pharmaceuticals,48400
DIC.HNO,DIC,UPCOM,DIC Investment and Trading JSC,Materials,Construction Materials,980
DID.HNO,DID,UPCOM,DIC - Dong Tien JDC,Materials,Construction Materials,5000
DIG.HM,DIG,HOSE,Development Investment Construction JSC,Industrials,Construction & Engineering,25600
DIH.HN,DIH,HNX,Development Investment Construction Hoi An JSC,Industrials,Construction & Engineering,23500
DL1.HN,DL1,HNX,Viet Nam Renewable Energy Group JSC,Industrials,Road & Rail,10100
DLG.HM,DLG,HOSE,Duc Long Gia Lai Group JSC,Industrials,Industrial Conglomerates,3580
DLR.HNO,DLR,UPCOM,DaLat Real Estate JSC,Real Estate,Real Estate Management & Development,10500
DMC.HM,DMC,HOSE,Domesco Medical Import Export Joint Stock Corp,Healthcare,Pharmaceuticals,52300
DNA.HNO,DNA,UPCOM,An Giang Power and Water Supply JSC,Utilities,Electric Utilities,22000
DNC.HN,DNC,HNX,Hai Phong Electricity Water Machine Assembly JSC,Utilities,Electric Utilities,50000
DND.HNO,DND,UPCOM,Dong Nai Material & Building Investment JSC,Materials,Construction Materials,28500
DNE.HNO,DNE,UPCOM,Danang Urban Environment JSC,,,14500
DNH.HNO,DNH,UPCOM,Da Nhim Ham Thuan Da Mi Hydro Power JSC,Utilities,Independent Power and Renewable Electricity Producers,38500
DNL.HNO,DNL,UPCOM,Da Nang Port Logistics JSC,Industrials,Air Freight & Logistics,21200
DNM.HN,DNM,HNX,Danameco Medical Joint Stock Corp,Healthcare,Health Care Equipment & Supplies,38300
DNP.HN,DNP,HNX,Dongnai Plastic JSC,Materials,Chemicals,21600
DNR.HNO,DNR,UPCOM,Quang Nam Da Nang Railway JSC,,,12000
DNS.HNO,DNS,UPCOM,Danang Steel JSC,Materials,Metals & Mining,24000
DNW.HNO,DNW,UPCOM,Dong Nai Water JSC,Utilities,Water Utilities,21300
DNY.HNO,DNY,UPCOM,Dana-Y Steel JSC,Materials,Metals & Mining,1800
DOC.HNO,DOC,UPCOM,Dong Nai JSC Of Agricultural Material,Consumer Discretionary,Distributors,11900
DP1.HNO,DP1,UPCOM,Central Pharmaceutical CPC1 JSC,Healthcare,Biotechnology & Drugs,29200
DP2.HNO,DP2,UPCOM,Central Pharmaceutical JSC No2,Healthcare,Biotechnology & Drugs,7400
DP3.HN,DP3,HNX,Central Pharmaceutical JSC No3,Healthcare,Pharmaceuticals,115500
DPC.HN,DPC,HNX,Danang Plastic JSC,Industrials,Building Products,19100
DPG.HM,DPG,HOSE,Dat Phuong JSC,Industrials,Construction & Engineering,45000
DPH.HNO,DPH,UPCOM,Hai Phong Pharmaceutical JSC,,,36500
